client,id,num_pages,total,total_applicable,pct,median_weight,audit_group,description
desktop,aria-allowed-attr,2814489,5365818,3444351,0.81713187767448792,10,a11y-aria,Each ARIA `role` supports a specific subset of `aria-*` attributes. Mismatching these invalidates the `aria-*` attributes. [Learn more](https://web.dev/aria-allowed-attr/).
desktop,aria-hidden-body,5285076,5365818,5285307,0.99995629392956742,10,a11y-aria,"Assistive technologies, like screen readers, work inconsistently when `aria-hidden=""true""` is set on the document `<body>`. [Learn more](https://web.dev/aria-hidden-body/)."
desktop,aria-required-attr,3330431,5365818,3368013,0.988841492001367,10,a11y-aria,Some ARIA roles have required attributes that describe the state of the element to screen readers. [Learn more](https://web.dev/aria-required-attr/).
desktop,aria-roles,3334575,5365818,3367816,0.99012980519125748,10,a11y-aria,ARIA roles must have valid values in order to perform their intended accessibility functions. [Learn more](https://web.dev/aria-roles/).
desktop,aria-valid-attr,3427571,5365818,3444723,0.995020789770324,10,a11y-aria,"Assistive technologies, like screen readers, can't interpret ARIA attributes with invalid names. [Learn more](https://web.dev/aria-valid-attr/)."
desktop,aria-valid-attr-value,3346272,5365818,3444723,0.97141976292433385,10,a11y-aria,"Assistive technologies, like screen readers, can't interpret ARIA attributes with invalid values. [Learn more](https://web.dev/aria-valid-attr-value/)."
desktop,button-name,2038619,5365818,2867293,0.710990819563958,10,a11y-names-labels,"When a button doesn't have an accessible name, screen readers announce it as ""button"", making it unusable for users who rely on screen readers. [Learn more](https://web.dev/button-name/)."
desktop,duplicate-id-aria,2544446,5365818,2801970,0.90809180683590474,10,a11y-aria,The value of an ARIA ID must be unique to prevent other instances from being overlooked by assistive technologies. [Learn more](https://web.dev/duplicate-id-aria/).
desktop,image-alt,2912713,5365818,5052611,0.57647679585861644,10,a11y-names-labels,"Informative elements should aim for short, descriptive alternate text. Decorative elements can be ignored with an empty alt attribute. [Learn more](https://web.dev/image-alt/)."
desktop,label,2453480,5365818,3132454,0.78324534055408312,10,a11y-names-labels,"Labels ensure that form controls are announced properly by assistive technologies, like screen readers. [Learn more](https://web.dev/label/)."
desktop,meta-viewport,3421740,5365818,4888963,0.6998907539287984,10,a11y-best-practices,Disabling zooming is problematic for users with low vision who rely on screen magnification to properly see the contents of a web page. [Learn more](https://web.dev/meta-viewport/).
desktop,aria-hidden-focus,2657015,5365818,2946709,0.90168896894807049,3,a11y-aria,"Focusable descendents within an `[aria-hidden=""true""]` element prevent those interactive elements from being available to users of assistive technologies like screen readers. [Learn more](https://web.dev/aria-hidden-focus/)."
desktop,bypass,5221615,5365818,5221615,1.0,3,a11y-navigation,Adding ways to bypass repetitive content lets keyboard users navigate the page more efficiently. [Learn more](https://web.dev/bypass/).
desktop,color-contrast,1195302,5365818,5257991,0.22733055267686841,3,a11y-color-contrast,Low-contrast text is difficult or impossible for many users to read. [Learn more](https://web.dev/color-contrast/).
desktop,document-title,5240027,5365818,5295299,0.98956206250109768,3,a11y-names-labels,"The title gives screen reader users an overview of the page, and search engine users rely on it heavily to determine if a page is relevant to their search. [Learn more](https://web.dev/document-title/)."
desktop,duplicate-id-active,3048677,5365818,3404133,0.89558104809653438,3,a11y-navigation,All focusable elements must have a unique `id` to ensure that they're visible to assistive technologies. [Learn more](https://web.dev/duplicate-id-active/).
desktop,html-has-lang,4378700,5365818,5295299,0.82690325890945915,3,a11y-language,"If a page doesn't specify a lang attribute, a screen reader assumes that the page is in the default language that the user chose when setting up the screen reader. If the page isn't actually in the default language, then the screen reader might not announce the page's text correctly. [Learn more](https://web.dev/html-has-lang/)."
desktop,html-lang-valid,4389826,5365818,4417628,0.99370657737591306,3,a11y-language,Specifying a valid [BCP 47 language](https://www.w3.org/International/questions/qa-choosing-language-tags#question) helps screen readers announce text properly. [Learn more](https://web.dev/html-lang-valid/).
desktop,link-name,1691009,5365818,5200413,0.32516821260157608,3,a11y-names-labels,"Link text (and alternate text for images, when used as links) that is discernible, unique, and focusable improves the navigation experience for screen reader users. [Learn more](https://web.dev/link-name/)."
desktop,list,4017703,5365818,4548646,0.883274495311352,3,a11y-tables-lists,Screen readers have a specific way of announcing lists. Ensuring proper list structure aids screen reader output. [Learn more](https://web.dev/list/).
desktop,listitem,4166912,5365818,4549095,0.91598702599088389,3,a11y-tables-lists,Screen readers require list items (`<li>`) to be contained within a parent `<ul>` or `<ol>` to be announced properly. [Learn more](https://web.dev/listitem/).
desktop,heading-order,2774308,5365818,4787313,0.57951255746177444,2,a11y-navigation,"Properly ordered headings that do not skip levels convey the semantic structure of the page, making it easier to navigate and understand when using assistive technologies. [Learn more](https://web.dev/heading-order/)."
desktop,accesskeys,72452,5365818,77504,0.93481626754748137,0,a11y-navigation,"Access keys let users quickly focus a part of the page. For proper navigation, each access key must be unique. [Learn more](https://web.dev/accesskeys/)."
desktop,aria-command-name,750755,5365818,822198,0.91310730505304072,0,a11y-aria,"When an element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
desktop,aria-input-field-name,45795,5365818,306055,0.14962996846971949,0,a11y-aria,"When an input field doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
desktop,aria-meter-name,3,5365818,3,1.0,0,a11y-aria,"When an element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
desktop,aria-progressbar-name,378,5365818,9150,0.041311475409836068,0,a11y-aria,"When a `progressbar` element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
desktop,aria-required-children,511437,5365818,781199,0.65468209764733443,0,a11y-aria,Some ARIA parent roles must contain specific child roles to perform their intended accessibility functions. [Learn more](https://web.dev/aria-required-children/).
desktop,aria-required-parent,531129,5365818,632833,0.83928777418371037,0,a11y-aria,Some ARIA child roles must be contained by specific parent roles to properly perform their intended accessibility functions. [Learn more](https://web.dev/aria-required-parent/).
desktop,aria-toggle-field-name,133987,5365818,182336,0.734835687960688,0,a11y-aria,"When a toggle field doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
desktop,aria-tooltip-name,3210,5365818,4124,0.77837051406401547,0,a11y-aria,"When an element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
desktop,aria-treeitem-name,3905,5365818,4029,0.96922313229089108,0,a11y-aria,"When an element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
desktop,custom-controls-labels,0,5365818,0,,0,,"Custom interactive controls have associated labels, provided by aria-label or aria-labelledby. [Learn more](https://web.dev/custom-controls-labels/)."
desktop,custom-controls-roles,0,5365818,0,,0,,Custom interactive controls have appropriate ARIA roles. [Learn more](https://web.dev/custom-control-roles/).
desktop,definition-list,186206,5365818,248533,0.74922042545657919,0,a11y-tables-lists,"When definition lists are not properly marked up, screen readers may produce confusing or inaccurate output. [Learn more](https://web.dev/definition-list/)."
desktop,dlitem,234270,5365818,250275,0.936050344620917,0,a11y-tables-lists,Definition list items (`<dt>` and `<dd>`) must be wrapped in a parent `<dl>` element to ensure that screen readers can properly announce them. [Learn more](https://web.dev/dlitem/).
desktop,focus-traps,0,5365818,0,,0,,A user can tab into and out of any control or region without accidentally trapping their focus. [Learn more](https://web.dev/focus-traps/).
desktop,focusable-controls,0,5365818,0,,0,,Custom interactive controls are keyboard focusable and display a focus indicator. [Learn more](https://web.dev/focusable-controls/).
desktop,form-field-multiple-labels,0,5365818,0,,0,a11y-names-labels,"Form fields with multiple labels can be confusingly announced by assistive technologies like screen readers which use either the first, the last, or all of the labels. [Learn more](https://web.dev/form-field-multiple-labels/)."
desktop,frame-title,732009,5365818,1922820,0.38069554092426749,0,a11y-names-labels,Screen reader users rely on frame titles to describe the contents of frames. [Learn more](https://web.dev/frame-title/).
desktop,input-image-alt,57668,5365818,94545,0.60995293246602145,0,a11y-names-labels,"When an image is being used as an `<input>` button, providing alternative text can help screen reader users understand the purpose of the button. [Learn more](https://web.dev/input-image-alt/)."
desktop,interactive-element-affordance,0,5365818,0,,0,,"Interactive elements, such as links and buttons, should indicate their state and be distinguishable from non-interactive elements. [Learn more](https://web.dev/interactive-element-affordance/)."
desktop,logical-tab-order,0,5365818,0,,0,,Tabbing through the page follows the visual layout. Users cannot focus elements that are offscreen. [Learn more](https://web.dev/logical-tab-order/).
desktop,managed-focus,0,5365818,0,,0,,"If new content, such as a dialog, is added to the page, the user's focus is directed to it. [Learn more](https://web.dev/managed-focus/)."
desktop,meta-refresh,177,5365818,9272,0.019089732528041414,0,a11y-best-practices,"Users do not expect a page to refresh automatically, and doing so will move focus back to the top of the page. This may create a frustrating or confusing experience. [Learn more](https://web.dev/meta-refresh/)."
desktop,object-alt,4306,5365818,28280,0.15226308345120226,0,a11y-names-labels,Screen readers cannot translate non-text content. Adding alternate text to `<object>` elements helps screen readers convey meaning to users. [Learn more](https://web.dev/object-alt/).
desktop,offscreen-content-hidden,0,5365818,0,,0,,Offscreen content is hidden with display: none or aria-hidden=true. [Learn more](https://web.dev/offscreen-content-hidden/).
desktop,tabindex,2220385,5365818,2427239,0.914778066766396,0,a11y-navigation,"A value greater than 0 implies an explicit navigation ordering. Although technically valid, this often creates frustrating experiences for users who rely on assistive technologies. [Learn more](https://web.dev/tabindex/)."
desktop,td-headers-attr,753469,5365818,753928,0.99939118854850861,0,a11y-tables-lists,Screen readers have features to make navigating tables easier. Ensuring `<td>` cells using the `[headers]` attribute only refer to other cells in the same table may improve the experience for screen reader users. [Learn more](https://web.dev/td-headers-attr/).
desktop,th-has-data-cells,365347,5365818,365347,1.0,0,a11y-tables-lists,Screen readers have features to make navigating tables easier. Ensuring table headers always refer to some set of cells may improve the experience for screen reader users. [Learn more](https://web.dev/th-has-data-cells/).
desktop,use-landmarks,0,5365818,0,,0,,"Landmark elements (<main>, <nav>, etc.) are used to improve the keyboard navigation of the page for assistive technology. [Learn more](https://web.dev/use-landmarks/)."
desktop,valid-lang,275771,5365818,279803,0.98558986143822613,0,a11y-language,Specifying a valid [BCP 47 language](https://www.w3.org/International/questions/qa-choosing-language-tags#question) on elements helps ensure that text is pronounced correctly by a screen reader. [Learn more](https://web.dev/valid-lang/).
desktop,video-caption,306366,5365818,306366,1.0,0,a11y-audio-video,When a video provides a caption it is easier for deaf and hearing impaired users to access its information. [Learn more](https://web.dev/video-caption/).
desktop,visual-order-follows-dom,0,5365818,0,,0,,"DOM order matches the visual order, improving navigation for assistive technology. [Learn more](https://web.dev/visual-order-follows-dom/)."
mobile,aria-allowed-attr,4073166,7871975,4942194,0.82416149588624,10,a11y-aria,Each ARIA `role` supports a specific subset of `aria-*` attributes. Mismatching these invalidates the `aria-*` attributes. [Learn more](https://web.dev/aria-allowed-attr/).
mobile,aria-hidden-body,7752090,7871975,7752325,0.99996968651340079,10,a11y-aria,"Assistive technologies, like screen readers, work inconsistently when `aria-hidden=""true""` is set on the document `<body>`. [Learn more](https://web.dev/aria-hidden-body/)."
mobile,aria-required-attr,4708075,7871975,4743479,0.99253627980644588,10,a11y-aria,Some ARIA roles have required attributes that describe the state of the element to screen readers. [Learn more](https://web.dev/aria-required-attr/).
mobile,aria-roles,4704911,7871975,4743242,0.991918818394676,10,a11y-aria,ARIA roles must have valid values in order to perform their intended accessibility functions. [Learn more](https://web.dev/aria-roles/).
mobile,aria-valid-attr,4924871,7871975,4942784,0.99637592903108851,10,a11y-aria,"Assistive technologies, like screen readers, can't interpret ARIA attributes with invalid names. [Learn more](https://web.dev/aria-valid-attr/)."
mobile,aria-valid-attr-value,4812702,7871975,4942784,0.97368244293094741,10,a11y-aria,"Assistive technologies, like screen readers, can't interpret ARIA attributes with invalid values. [Learn more](https://web.dev/aria-valid-attr-value/)."
mobile,button-name,3055100,7871975,4497079,0.67935208609855424,10,a11y-names-labels,"When a button doesn't have an accessible name, screen readers announce it as ""button"", making it unusable for users who rely on screen readers. [Learn more](https://web.dev/button-name/)."
mobile,duplicate-id-aria,3586221,7871975,3932180,0.91201852407570361,10,a11y-aria,The value of an ARIA ID must be unique to prevent other instances from being overlooked by assistive technologies. [Learn more](https://web.dev/duplicate-id-aria/).
mobile,image-alt,4346655,7871975,7408374,0.58672186366401047,10,a11y-names-labels,"Informative elements should aim for short, descriptive alternate text. Decorative elements can be ignored with an empty alt attribute. [Learn more](https://web.dev/image-alt/)."
mobile,label,3015615,7871975,3860560,0.78113408417431673,10,a11y-names-labels,"Labels ensure that form controls are announced properly by assistive technologies, like screen readers. [Learn more](https://web.dev/label/)."
mobile,meta-viewport,5012126,7871975,7245318,0.69177446731806669,10,a11y-best-practices,Disabling zooming is problematic for users with low vision who rely on screen magnification to properly see the contents of a web page. [Learn more](https://web.dev/meta-viewport/).
mobile,aria-hidden-focus,3954688,7871975,4373409,0.90425752542238791,3,a11y-aria,"Focusable descendents within an `[aria-hidden=""true""]` element prevent those interactive elements from being available to users of assistive technologies like screen readers. [Learn more](https://web.dev/aria-hidden-focus/)."
mobile,bypass,7669159,7871975,7669159,1.0,3,a11y-navigation,Adding ways to bypass repetitive content lets keyboard users navigate the page more efficiently. [Learn more](https://web.dev/bypass/).
mobile,color-contrast,1769438,7871975,7712408,0.2294274369302039,3,a11y-color-contrast,Low-contrast text is difficult or impossible for many users to read. [Learn more](https://web.dev/color-contrast/).
mobile,document-title,7685161,7871975,7768876,0.98922430992591459,3,a11y-names-labels,"The title gives screen reader users an overview of the page, and search engine users rely on it heavily to determine if a page is relevant to their search. [Learn more](https://web.dev/document-title/)."
mobile,duplicate-id-active,4364518,7871975,4794540,0.91031006102775236,3,a11y-navigation,All focusable elements must have a unique `id` to ensure that they're visible to assistive technologies. [Learn more](https://web.dev/duplicate-id-active/).
mobile,html-has-lang,6499081,7871975,7768876,0.836553576090029,3,a11y-language,"If a page doesn't specify a lang attribute, a screen reader assumes that the page is in the default language that the user chose when setting up the screen reader. If the page isn't actually in the default language, then the screen reader might not announce the page's text correctly. [Learn more](https://web.dev/html-has-lang/)."
mobile,html-lang-valid,6510009,7871975,6549979,0.99389769035900721,3,a11y-language,Specifying a valid [BCP 47 language](https://www.w3.org/International/questions/qa-choosing-language-tags#question) helps screen readers announce text properly. [Learn more](https://web.dev/html-lang-valid/).
mobile,link-name,2382309,7871975,7629533,0.31224833813550579,3,a11y-names-labels,"Link text (and alternate text for images, when used as links) that is discernible, unique, and focusable improves the navigation experience for screen reader users. [Learn more](https://web.dev/link-name/)."
mobile,list,5603269,7871975,6232533,0.89903559275177525,3,a11y-tables-lists,Screen readers have a specific way of announcing lists. Ensuring proper list structure aids screen reader output. [Learn more](https://web.dev/list/).
mobile,listitem,5771651,7871975,6202441,0.93054508700687355,3,a11y-tables-lists,Screen readers require list items (`<li>`) to be contained within a parent `<ul>` or `<ol>` to be announced properly. [Learn more](https://web.dev/listitem/).
mobile,heading-order,4077151,7871975,7068920,0.57677141628424144,2,a11y-navigation,"Properly ordered headings that do not skip levels convey the semantic structure of the page, making it easier to navigate and understand when using assistive technologies. [Learn more](https://web.dev/heading-order/)."
mobile,accesskeys,68505,7871975,73071,0.9375128299872727,0,a11y-navigation,"Access keys let users quickly focus a part of the page. For proper navigation, each access key must be unique. [Learn more](https://web.dev/accesskeys/)."
mobile,aria-command-name,1095784,7871975,1234807,0.88741317469045766,0,a11y-aria,"When an element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
mobile,aria-input-field-name,56990,7871975,412696,0.13809196115300365,0,a11y-aria,"When an input field doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
mobile,aria-meter-name,7,7871975,7,1.0,0,a11y-aria,"When an element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
mobile,aria-progressbar-name,437,7871975,13505,0.032358385783043314,0,a11y-aria,"When a `progressbar` element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
mobile,aria-required-children,681212,7871975,1004925,0.6778734731447621,0,a11y-aria,Some ARIA parent roles must contain specific child roles to perform their intended accessibility functions. [Learn more](https://web.dev/aria-required-children/).
mobile,aria-required-parent,694100,7871975,805948,0.8612218157995305,0,a11y-aria,Some ARIA child roles must be contained by specific parent roles to properly perform their intended accessibility functions. [Learn more](https://web.dev/aria-required-parent/).
mobile,aria-toggle-field-name,179761,7871975,243496,0.73825032033380422,0,a11y-aria,"When a toggle field doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
mobile,aria-tooltip-name,3175,7871975,4224,0.751657196969697,0,a11y-aria,"When an element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
mobile,aria-treeitem-name,4432,7871975,4663,0.95046107656015444,0,a11y-aria,"When an element doesn't have an accessible name, screen readers announce it with a generic name, making it unusable for users who rely on screen readers. [Learn more](https://web.dev/aria-name/)."
mobile,custom-controls-labels,0,7871975,0,,0,,"Custom interactive controls have associated labels, provided by aria-label or aria-labelledby. [Learn more](https://web.dev/custom-controls-labels/)."
mobile,custom-controls-roles,0,7871975,0,,0,,Custom interactive controls have appropriate ARIA roles. [Learn more](https://web.dev/custom-control-roles/).
mobile,definition-list,245981,7871975,359107,0.684979685720412,0,a11y-tables-lists,"When definition lists are not properly marked up, screen readers may produce confusing or inaccurate output. [Learn more](https://web.dev/definition-list/)."
mobile,dlitem,338295,7871975,361696,0.93530202158718923,0,a11y-tables-lists,Definition list items (`<dt>` and `<dd>`) must be wrapped in a parent `<dl>` element to ensure that screen readers can properly announce them. [Learn more](https://web.dev/dlitem/).
mobile,focus-traps,0,7871975,0,,0,,A user can tab into and out of any control or region without accidentally trapping their focus. [Learn more](https://web.dev/focus-traps/).
mobile,focusable-controls,0,7871975,0,,0,,Custom interactive controls are keyboard focusable and display a focus indicator. [Learn more](https://web.dev/focusable-controls/).
mobile,form-field-multiple-labels,0,7871975,0,,0,a11y-names-labels,"Form fields with multiple labels can be confusingly announced by assistive technologies like screen readers which use either the first, the last, or all of the labels. [Learn more](https://web.dev/form-field-multiple-labels/)."
mobile,frame-title,1005852,7871975,2784756,0.36119932949242234,0,a11y-names-labels,Screen reader users rely on frame titles to describe the contents of frames. [Learn more](https://web.dev/frame-title/).
mobile,input-image-alt,59419,7871975,99534,0.59697188900275278,0,a11y-names-labels,"When an image is being used as an `<input>` button, providing alternative text can help screen reader users understand the purpose of the button. [Learn more](https://web.dev/input-image-alt/)."
mobile,interactive-element-affordance,0,7871975,0,,0,,"Interactive elements, such as links and buttons, should indicate their state and be distinguishable from non-interactive elements. [Learn more](https://web.dev/interactive-element-affordance/)."
mobile,logical-tab-order,0,7871975,0,,0,,Tabbing through the page follows the visual layout. Users cannot focus elements that are offscreen. [Learn more](https://web.dev/logical-tab-order/).
mobile,managed-focus,0,7871975,0,,0,,"If new content, such as a dialog, is added to the page, the user's focus is directed to it. [Learn more](https://web.dev/managed-focus/)."
mobile,meta-refresh,249,7871975,12801,0.019451605343332554,0,a11y-best-practices,"Users do not expect a page to refresh automatically, and doing so will move focus back to the top of the page. This may create a frustrating or confusing experience. [Learn more](https://web.dev/meta-refresh/)."
mobile,object-alt,8706,7871975,44000,0.19786363636363635,0,a11y-names-labels,Screen readers cannot translate non-text content. Adding alternate text to `<object>` elements helps screen readers convey meaning to users. [Learn more](https://web.dev/object-alt/).
mobile,offscreen-content-hidden,0,7871975,0,,0,,Offscreen content is hidden with display: none or aria-hidden=true. [Learn more](https://web.dev/offscreen-content-hidden/).
mobile,tabindex,3191300,7871975,3432895,0.92962353931594177,0,a11y-navigation,"A value greater than 0 implies an explicit navigation ordering. Although technically valid, this often creates frustrating experiences for users who rely on assistive technologies. [Learn more](https://web.dev/tabindex/)."
mobile,td-headers-attr,1087232,7871975,1087748,0.99952562542059376,0,a11y-tables-lists,Screen readers have features to make navigating tables easier. Ensuring `<td>` cells using the `[headers]` attribute only refer to other cells in the same table may improve the experience for screen reader users. [Learn more](https://web.dev/td-headers-attr/).
mobile,th-has-data-cells,554496,7871975,554496,1.0,0,a11y-tables-lists,Screen readers have features to make navigating tables easier. Ensuring table headers always refer to some set of cells may improve the experience for screen reader users. [Learn more](https://web.dev/th-has-data-cells/).
mobile,use-landmarks,0,7871975,0,,0,,"Landmark elements (<main>, <nav>, etc.) are used to improve the keyboard navigation of the page for assistive technology. [Learn more](https://web.dev/use-landmarks/)."
mobile,valid-lang,387577,7871975,392470,0.9875328050551635,0,a11y-language,Specifying a valid [BCP 47 language](https://www.w3.org/International/questions/qa-choosing-language-tags#question) on elements helps ensure that text is pronounced correctly by a screen reader. [Learn more](https://web.dev/valid-lang/).
mobile,video-caption,391174,7871975,391174,1.0,0,a11y-audio-video,When a video provides a caption it is easier for deaf and hearing impaired users to access its information. [Learn more](https://web.dev/video-caption/).
mobile,visual-order-follows-dom,0,7871975,0,,0,,"DOM order matches the visual order, improving navigation for assistive technology. [Learn more](https://web.dev/visual-order-follows-dom/)."